1,-88.244294,30.420079,-88.245451,30.420140,13040 N Wintzell Ave,Bayou La Batre,AL,36509,"Bayou La Batre Area Health Development Board, Inc.",FQHC(confirm),Mostellar Dental Center
2,-88.244439,30.422611,0.000000,0.000000,12701 Padgett Switch Rd,Bayou La Batre,AL,36509,"Bayou La Batre Area Health Development Board, Inc.",FQHC,Mostellar Medical Center
3,-87.752122,30.622058,-87.752131,30.622540,1083 E Relham Ave,Loxley,AL,36551,"Franklin Primary Health Center, Inc.",FQHC,Loxley Family Medical Center
4,-87.683190,30.428020,-87.682431,30.428020,1628 North McKenzie Street,Foley,AL,36535,"Franklin Primary Health Center, Inc.",FQHC,South Baldwin Family Health Center[5]
5,-87.750198,30.622087,0.000000,0.000000,3147 1st Ave,Loxley,AL,36551,"Franklin Primary Health Center, Inc.",FQHC,Loxley Family Dental Center
6,-88.082660,30.731198,0.000000,0.000000,424 S Wilson Ave,Prichard,AL,36610,"Franklin Primary Health Center, Inc.",FQHC,Aiello/Buskey Medical Center
7,-88.106150,30.699401,-88.104821,30.699250,300 Bay Shore Ave,Mobile,AL,36607,"Franklin Primary Health Center, Inc.",FQHC,Central Plaza Towers Health Center
8,-88.064804,30.699764,0.000000,0.000000,1303 Dr Martin L King Jr Ave,Mobile,AL,36603,"Franklin Primary Health Center, Inc.",FQHC,Franklin Medical and Dental Express
9,-88.064804,30.699764,0.000000,0.000000,1303 Dr Martin L King Jr Ave,Mobile,AL,36603,"Franklin Primary Health Center, Inc.",FQHC,Franklin Medical Mall
10,-88.064804,30.699764,0.000000,0.000000,1303 Dr Martin Luther King,Mobile,AL,36603,"Franklin Primary Health Center, Inc.",FQHC,"Franklin Memorial Primary Heath Center, Inc"
11,-88.048765,30.689395,0.000000,0.000000,553 Dauphin Street,Mobile,AL,36602,"Franklin Primary Health Center, Inc.",FQHC,H.E. Savage Center
12,-88.096301,30.707540,-88.096041,30.707610,572 Stanton Road,Mobile,AL,36617,"Franklin Primary Health Center, Inc.",FQHC,Hadley Center?
13,-88.067031,30.700538,0.000000,0.000000,1361 Dr. Martin Luther King Jr. Ave,Mobile,AL,36603,"Franklin Primary Health Center, Inc.",FQHC,"J.R. Thomas Wellness, Fitness, and Rehabilitation Center"
14,-88.087225,30.663784,-88.086911,30.664100,1956 Duval St,Mobile,AL,36606,"Franklin Primary Health Center, Inc.",FQHC,Maysville Medical Center
15,-88.082793,30.730075,-88.083101,30.730080,510 S Wilson Ave,Prichard,AL,36610,"Franklin Primary Health Center, Inc.",FQHC,Prichard Medical Center
16,-88.059760,30.687673,-88.059771,30.687500,1055 Dauphin St,Mobile,AL,36604,"Franklin Primary Health Center, Inc.",FQHC,Prevention& Education Center
17,-88.063250,30.692124,-88.063351,30.691650,1201 Spring Hill Ave,Mobile,AL,36604,"Franklin Primary Health Center, Inc.",FQHC,Springhill Health Center
18,-88.064804,30.699764,0.000000,0.000000,1303 Dr. Martin Luther King Ave,Mobile,AL,36652,"Franklin Primary Health Center, Inc.",FQHC,West Mobile Family Medical Center
19,-88.064814,30.682834,-88.064591,30.682330,1217 Government St,Mobile,AL,36604,"Franklin Primary Health Center, Inc.",FQHC,Women and Children?s Center
20,-87.775082,30.883422,-87.775391,30.883320,312 Courthouse Sq,Bay Minette,AL,36507,Mobile County Health Department,FQHC,North Baldwin Rural HIV Clinic
21,-88.228830,31.092796,-88.228541,31.092800,19250 North Mobile Street,Citronelle,AL,36522,Mobile County Health Department,FQHC,Citronelle Clinic
22,-88.127959,30.764316,0.000000,0.000000,4547 St. Stephens Rd,Eight Mile,AL,36613,Mobile County Health Department,FQHC,Eight Mile Clinic
23,-88.054612,30.692086,0.000000,0.000000,251 N Bayou St,Mobile,AL,36603,Mobile County Health Department,FQHC,Family Oriented Primary Health Care Clinic
24,-88.076404,30.699277,-88.076291,30.698660,248 Cox St,Mobile,AL,36604,Mobile County Health Department,FQHC,Newburn Clinic
25,-88.025798,31.004544,0.000000,0.000000,Highway 43,Mount Vernon,AL,36560,Mobile County Health Department,FQHC,North Mobile Health Center
26,-88.060264,31.106462,0.000000,0.000000,950 Coy Smith Hwy,Mount Vernon,AL,36560,Mobile County Health Department,FQHC,North Mobile Health Center
27,-88.259470,30.770314,0.000000,0.000000,3810 Wulff Rd E,Citronelle,AL,36575,Mobile County Health Department,FQHC,Semmes Clinic
28,-88.077446,30.696228,-88.077811,30.697550,1700 Center St,Mobile,AL,36604,Mobile County Health Department,FQHC,USA Children's and Women's Hospital CEC
29,-88.057149,30.738680,0.000000,0.000000,800 Whitley St,Mobile,AL,36610,Mobile County Health Department,FQHC,Mobile Co Training School Clinic
30,-88.054612,30.692086,0.000000,0.000000,251 N Bayou St,Mobile,AL,36603,Mobile County Health Department,FQHC,Mobile Medical Van
31,-88.247760,30.403471,-88.247451,30.403480,13833 Tapia Ave,Bayou La Batre,AL,36509,"BayouClinic, Inc.",FQHC Lookalike,Bayou Clinic
32,-87.326186,30.620676,-87.325841,30.620830,748 N Highway 29,Cantonment,FL,32533,"Escambia Community Clinics, Inc.",FQHC,Cantonment Family Practice
33,-87.220420,30.434977,-87.219711,30.434940,2200 North Palafox St,Pensacola,FL,32501,"Escambia Community Clinics, Inc.",FQHC,"Escambia Community Clinics, Inc."
34,-87.232978,30.431720,0.000000,0.000000,1221 W Lakeview Ave,Pensacola,FL,32501,"Escambia Community Clinics, Inc.",FQHC,"Lakeview Center, Inc."
35,-87.206320,30.440177,-87.206001,30.440240,2510 North 12th Ave,Pensacola,FL,32503,"Escambia Community Clinics, Inc.",FQHC,Lanza Pediatrics
36,-87.043041,30.635334,0.000000,0.000000,5520 Stewart St,Milton,FL,32570,"Escambia Community Clinics, Inc.",FQHC,Santa Rosa Community Clinic
37,-86.680958,30.797128,-86.681001,30.797380,1321 Georgia Avenue,Baker,FL,32531,"North Florida Medical Centers, Inc.",FQHC,Baker Family Medical Center
38,-86.569713,30.717374,-86.571071,30.717400,4100 S Ferdon Blvd,Crestview,FL,32536,"North Florida Medical Centers, Inc.",FQHC,Crestview Health Center
39,-86.115840,30.718812,0.000000,0.000000,1290 Circle Dr,DeFuniak Springs,FL,32435,"Pancare Of Florida, Inc.",FQHC,DeFuniak Springs Clinic
40,-85.960949,30.477534,0.000000,0.000000,278 Church Road,Bruce,FL,32455,"Pancare Of Florida, Inc.",FQHC,Muscogee Creek Indian Tribal Health Center
41,-85.633202,30.174968,-85.632981,30.175450,2309 E 15th St,Panama City,FL,32405,"Pancare Of Florida, Inc.",FQHC,Community Health Center ? Bay County
42,-85.662654,30.161281,-85.663051,30.161280,707 Jenks Ave,Panama City,FL,32401,"Pancare Of Florida, Inc.",FQHC,Community Health Center ? Bay City[2]
43,-85.662654,30.161281,-85.663051,30.161280,707 Jenks Ave,Panama City,FL,32401,"Pancare Of Florida, Inc.",FQHC,PanCare Mobile Dental Unit
44,-89.911916,30.037037,0.000000,0.000000,4626 Alcee Fortier,New Orleans,LA,70129,Mary Queen of Vietnam CDC,FQHC Lookalike,New Orleans East Louisianan (NOELA) Community Health Center
45,-89.354058,30.314441,0.000000,0.000000,109 Hospital Drive Bay,St. Louis,MS,39520,"Coastal Family Health Center, Inc",FHQC,Coastal Family Health Center ? Hancock County Satellite Clinic?
46,-89.132476,30.630214,0.000000,0.000000,23453 Central Dr,Saucier,MS,39574,"Coastal Family Health Center, Inc",FHQC,Coastal Family Health Center - Saucier Satellite Clinic
47,-88.887190,30.402511,-88.886871,30.402780,282 Lameuse St,Biloxi,MS,39530,"Coastal Family Health Center, Inc",FHQC,Coastal Family Health Center ? Lameuse
48,-88.900751,30.403538,-88.900751,30.403960,1046 Division St,Biloxi,MS,39530,"Coastal Family Health Center, Inc",FHQC,Coastal Family Health Center ? Ob/Gyn
49,-88.897261,30.446648,-88.897261,30.446990,3446 Big Ridge Rd,Diberville,MS,39540,"Coastal Family Health Center, Inc",FHQC,D'Iberville Clinic
50,-89.113620,30.368730,-89.113321,30.368730,1408 44th Ave,Gulfport,MS,39501,"Coastal Family Health Center, Inc",FHQC,Gulfport Extension Health Center
51,-89.087261,30.404058,-89.087261,30.404300,"15024 Martin Luther King, Jr. Blvd",Gulfport,MS,39501,"Coastal Family Health Center, Inc",FHQC,Coastal Family Health Center ? Gulfport Clinic
52,-89.243068,30.318658,0.000000,0.000000,257 Davis Ave,Pass Christian,MS,39571,"Coastal Family Health Center, Inc",FHQC,Pass Christian Health Center
53,-88.530504,30.436951,0.000000,0.000000,4770 Amoco Dr,Moss Point,MS,39563,"Coastal Family Health Center, Inc",FHQC,Coastal Family Health Center ? Moss Point
54,-88.703550,30.500490,-88.702981,30.500490,10828 Highway 57,Van Cleave,MS,39565,"Coastal Family Health Center, Inc",FHQC,Coastal Family Health Center ? Vancleave
55,-88.499641,30.413459,-88.500761,30.414600,6601 Orange Grove Rd,Moss Point,MS,39563,"Coastal Family Health Center, Inc",FHQC,Ed Mayo School Clinic
56,-88.553340,30.412970,-88.552761,30.412980,4924 Church St,Moss Point,MS,39563,"Coastal Family Health Center, Inc",FHQC,Moss Point High School Clinic
57,-88.900751,30.403538,-88.900751,30.403960,1046 Division St?,Biloxi,MS,39530,"Coastal Family Health Center, Inc",FHQC,CFHC/March of Dimes Mom & Baby Mobile Unit
58,-88.887048,30.403155,0.000000,0.000000,739 Division St,Biloxi,MS,39530,"Coastal Family Health Center, Inc",FHQC,Dental Mobile Unit
59,,,,,1709 Ridgefield Road,Thibodaux,LA,70301,Teche Action,,Teche Action Clinic @ Thibodaux
60,,,,,121 West 134th Place,Galliano,LA,70354,Teche Action,,Teche Action Clinic @ Galliano
61,,,,,1115 Weber Street,Franklin, LA,70538,Teche Action,,Teche Action Clinic @ Franklin
62,,,,,189 Mozart Drive,Houma,LA,70363,Teche Action,,Teche Action Clinic @ Dulac
63,,,,,1014 West Tunnel Blvd.,Houma,LA,70360,Teche Action,,Teche Action Clinic @ Houma
64,,,,,5140 Church St.,Lafitte,LA,70067,Jefferson Community Health Care Centers,,RFK Lafitte Medical Clinic
65,,,,,8200 Highway 23,Belle Chasse,LA,70037,Access Health,,Belle Chasse Community Health Center
66,,,,,"8050 W. Judge Perez Dr, Suite 1300", Chalmette,LA,70032,Access Health,,St. Bernard Community Health Center
